Iteration	LogProb	NumBreakpoints	MadeMove?
124	-20.80799093172567	0	0
125	-20.80799093172567	0	0
126	-20.80799093172567	0	0
127	-20.80799093172567	0	0
128	-20.80799093172567	0	0
129	-20.80799093172567	0	0
130	-20.80799093172567	27	0
131	-20.80799093172567	0	0
132	-20.80799093172567	0	0
133	-20.80799093172567	0	0
134	-20.80799093172567	0	0
135	-20.80799093172567	0	0
136	-20.80799093172567	0	0
137	-20.80799093172567	0	0
138	-20.80799093172567	0	0
139	-20.80799093172567	0	1
140	-20.80799093172567	27	0
141	-20.80799093172567	0	0
142	-20.80799093172567	0	0
143	-20.80799093172567	0	0
144	-20.80799093172567	0	0
145	-20.80799093172567	0	0
146	-20.80799093172567	0	0
147	-20.80799093172567	0	0
148	-20.80799093172567	0	0
149	-20.80799093172567	0	0
150	-20.80799093172567	27	0
151	-20.80799093172567	0	0
152	-20.80799093172567	0	0
153	-20.80799093172567	0	0
154	-20.80799093172567	0	0
155	-20.80799093172567	0	0
156	-20.80799093172567	0	0
157	-20.80799093172567	0	0
158	-20.80799093172567	0	0
159	-21.313988407946248	0	1
160	-21.313988407946248	27	0
161	-21.313988407946248	0	0
162	-21.313988407946248	0	0
163	-21.313988407946248	0	0
164	-21.313988407946248	0	0
165	-21.313988407946248	0	0
166	-21.313988407946248	0	0
167	-21.313988407946248	0	0
168	-21.313988407946248	0	0
169	-21.313988407946248	0	0
170	-21.313988407946248	27	0
171	-21.313988407946248	0	0
172	-21.313988407946248	0	0
173	-21.313988407946248	0	0
174	-21.313988407946248	0	0
175	-21.313988407946248	0	0
176	-21.313988407946248	0	0
177	-21.313988407946248	0	1
178	-21.313988407946248	0	0
179	-21.313988407946248	0	0
180	-21.313988407946248	27	0
181	-21.313988407946248	0	0
182	-21.258445566116162	0	1
183	-21.258445566116162	0	0
184	-21.258445566116162	0	0
185	-21.258445566116162	0	0
186	-21.258445566116162	0	0
187	-21.258445566116162	0	0
188	-21.258445566116162	0	0
189	-21.258445566116162	0	0
190	-21.258445566116162	27	0
191	-21.258445566116162	0	0
192	-21.258445566116162	0	0
193	-21.258445566116162	0	0
194	-21.258445566116162	0	0
195	-21.258445566116162	0	0
196	-21.258445566116162	0	0
197	-21.258445566116162	0	0
198	-21.258445566116162	0	0
199	-21.258445566116162	0	0
200	-21.258445566116162	27	0
201	-21.258445566116162	0	0
202	-21.258445566116162	0	0
203	-21.258445566116162	0	0
204	-21.258445566116162	0	0
205	-21.258445566116162	0	0
206	-21.360575749436947	0	1
207	-21.360575749436947	0	0
208	-21.360575749436947	0	0
209	-21.360575749436947	0	0
210	-21.360575749436947	27	0
211	-21.360575749436947	0	0
212	-21.360575749436947	0	0
213	-21.360575749436947	0	0
214	-21.360575749436947	0	0
215	-21.360575749436947	0	0
216	-21.360575749436947	0	1
217	-21.360575749436947	0	0
218	-21.360575749436947	0	0
219	-21.360575749436947	0	0
220	-21.360575749436947	27	0
221	-21.360575749436947	0	0
222	-21.360575749436947	0	0
223	-21.360575749436947	0	0
224	-21.360575749436947	0	0
225	-21.360575749436947	0	0
226	-21.360575749436947	0	0
227	-21.360575749436947	0	0
228	-21.360575749436947	0	1
229	-21.360575749436947	0	1
230	-21.360575749436947	27	0
231	-21.360575749436947	0	0
232	-21.360575749436947	0	0
233	-21.360575749436947	0	0
234	-21.360575749436947	0	0
235	-21.360575749436947	0	0
236	-21.360575749436947	0	0
237	-21.360575749436947	0	0
238	-21.360575749436947	0	0
239	-21.360575749436947	0	0
240	-21.360575749436947	27	0
241	-21.360575749436947	0	0
242	-21.360575749436947	0	0
243	-21.360575749436947	0	0
244	-21.360575749436947	0	0
245	-21.360575749436947	0	0
246	-21.360575749436947	0	0
247	-21.360575749436947	0	0
248	-21.360575749436947	0	0
249	-21.360575749436947	0	0
250	-21.360575749436947	27	0
251	-21.360575749436947	0	0
252	-21.360575749436947	0	0
253	-21.360575749436947	0	0
254	-21.360575749436947	0	0
255	-21.360575749436947	0	0
256	-21.360575749436947	0	0
257	-21.360575749436947	0	0
258	-21.360575749436947	0	0
259	-21.360575749436947	0	0
260	-21.360575749436947	27	0
261	-21.360575749436947	0	0
262	-21.360575749436947	0	0
263	-21.360575749436947	0	0
264	-21.360575749436947	0	0
265	-21.360575749436947	0	0
266	-21.360575749436947	0	0
267	-21.360575749436947	0	0
268	-21.360575749436947	0	0
269	-21.360575749436947	0	0
270	-21.360575749436947	27	0
271	-21.360575749436947	0	0
272	-21.360575749436947	0	0
273	-21.360575749436947	0	0
274	-21.360575749436947	0	1
275	-21.360575749436947	0	0
276	-21.360575749436947	0	0
277	-21.360575749436947	0	0
278	-21.360575749436947	0	0
279	-21.360575749436947	0	0
280	-21.360575749436947	27	0
281	-21.360575749436947	0	0
282	-21.360575749436947	0	0
283	-21.360575749436947	0	0
284	-21.360575749436947	0	0
285	-21.360575749436947	0	0
286	-21.360575749436947	0	0
287	-21.360575749436947	0	0
288	-21.360575749436947	0	0
289	-21.360575749436947	0	0
290	-21.360575749436947	27	0
291	-21.360575749436947	0	0
292	-21.360575749436947	0	0
293	-21.360575749436947	0	0
294	-21.360575749436947	0	0
295	-21.360575749436947	0	0
296	-21.360575749436947	0	0
297	-21.360575749436947	0	0
298	-21.360575749436947	0	0
299	-21.360575749436947	0	0
300	-21.360575749436947	27	0
301	-21.360575749436947	0	0
302	-21.360575749436947	0	0
303	-21.360575749436947	0	0
304	-21.360575749436947	0	0
305	-21.360575749436947	0	0
306	-21.360575749436947	0	1
307	-21.360575749436947	0	0
308	-21.360575749436947	0	0
309	-21.360575749436947	0	0
310	-21.360575749436947	27	0
311	-21.360575749436947	0	0
312	-21.360575749436947	0	0
313	-21.360575749436947	0	0
314	-21.360575749436947	0	0
315	-21.360575749436947	0	1
316	-21.360575749436947	0	0
317	-21.360575749436947	0	1
318	-21.360575749436947	0	0
319	-21.360575749436947	0	0
320	-21.360575749436947	27	0
321	-21.360575749436947	0	0
322	-21.360575749436947	0	0
323	-21.360575749436947	0	0
324	-21.360575749436947	0	0
325	-21.360575749436947	0	0
326	-21.360575749436947	0	0
327	-18.290700796398063	0	1
328	-18.290700796398063	0	0
329	-18.290700796398063	0	0
330	-18.290700796398063	27	1
331	-18.290700796398063	0	0
332	-18.290700796398063	0	0
333	-18.290700796398063	0	0
334	-18.290700796398063	0	0
335	-18.290700796398063	0	0
336	-18.290700796398063	0	0
337	-18.290700796398063	0	0
338	-18.290700796398063	0	0
339	-18.290700796398063	0	0
340	-18.290700796398063	27	0
341	-18.290700796398063	0	0
342	-18.290700796398063	0	0
343	-18.290700796398063	0	0
344	-18.290700796398063	0	0
345	-18.290700796398063	0	0
346	-18.290700796398063	0	0
347	-18.290700796398063	0	0
348	-18.290700796398063	0	0
349	-18.290700796398063	0	0
350	-18.290700796398063	27	1
351	-18.290700796398063	0	0
352	-18.290700796398063	0	0
353	-18.290700796398063	0	0
354	-18.290700796398063	0	0
355	-18.290700796398063	0	1
356	-18.290700796398063	0	0
357	-18.290700796398063	0	0
358	-18.290700796398063	0	0
359	-18.290700796398063	0	0
360	-18.290700796398063	27	0
361	-18.290700796398063	0	0
362	-18.290700796398063	0	0
363	-18.290700796398063	0	0
364	-18.290700796398063	0	0
365	-18.290700796398063	0	0
366	-18.290700796398063	0	0
367	-18.290700796398063	0	1
368	-18.290700796398063	0	0
369	-18.290700796398063	0	0
370	-18.290700796398063	27	0
371	-18.290700796398063	0	0
372	-18.290700796398063	0	0
373	-18.290700796398063	0	0
374	-18.290700796398063	0	0
375	-18.290700796398063	0	1
376	-18.290700796398063	0	0
377	-18.290700796398063	0	0
378	-18.290700796398063	0	0
379	-18.290700796398063	0	0
380	-18.290700796398063	27	1
381	-18.290700796398063	0	0
382	-18.290700796398063	0	0
383	-18.290700796398063	0	0
384	-18.290700796398063	0	0
385	-18.290700796398063	0	0
386	-18.290700796398063	0	0
387	-18.290700796398063	0	0
388	-18.290700796398063	0	0
389	-18.290700796398063	0	0
390	-18.290700796398063	27	0
391	-18.290700796398063	0	0
392	-18.290700796398063	0	0
393	-18.290700796398063	0	0
394	-18.290700796398063	0	0
395	-18.290700796398063	0	0
396	-18.290700796398063	0	0
397	-18.290700796398063	0	0
398	-18.290700796398063	0	0
399	-18.290700796398063	0	0
400	-18.290700796398063	27	0
401	-18.290700796398063	0	0
402	-18.290700796398063	0	0
403	-18.290700796398063	0	0
404	-18.290700796398063	0	0
405	-18.290700796398063	0	0
406	-18.290700796398063	0	0
407	-18.290700796398063	0	0
408	-18.290700796398063	0	0
409	-18.290700796398063	0	0
410	-18.290700796398063	27	0
411	-18.290700796398063	0	0
412	-18.290700796398063	0	0
413	-18.290700796398063	0	0
414	-18.290700796398063	0	0
415	-18.290700796398063	0	0
416	-18.290700796398063	0	0
417	-18.290700796398063	0	0
418	-18.290700796398063	0	0
419	-18.290700796398063	0	0
420	-18.290700796398063	27	0
421	-18.290700796398063	0	0
422	-18.290700796398063	0	0
423	-18.290700796398063	0	1
424	-18.290700796398063	0	0
425	-18.290700796398063	0	0
426	-18.290700796398063	0	0
427	-18.290700796398063	0	0
428	-18.290700796398063	0	0
429	-18.290700796398063	0	0
430	-18.290700796398063	27	0
431	-18.290700796398063	0	0
432	-18.290700796398063	0	1
433	-18.290700796398063	0	0
434	-18.290700796398063	0	0
435	-18.290700796398063	0	0
436	-18.290700796398063	0	0
437	-18.290700796398063	0	0
438	-18.290700796398063	0	0
439	-18.290700796398063	0	0
440	-18.290700796398063	27	1
441	-18.290700796398063	0	0
442	-18.290700796398063	0	0
443	-18.290700796398063	0	0
444	-18.290700796398063	0	0
445	-18.290700796398063	0	0
446	-18.290700796398063	0	0
447	-18.290700796398063	0	0
448	-18.290700796398063	0	0
449	-18.290700796398063	0	0
450	-18.290700796398063	27	0
451	-18.290700796398063	0	0
452	-18.290700796398063	0	0
453	-18.290700796398063	0	1
454	-18.290700796398063	0	0
455	-18.290700796398063	0	0
456	-18.290700796398063	0	0
457	-18.290700796398063	0	0
458	-18.290700796398063	0	0
459	-18.290700796398063	0	0
460	-18.290700796398063	27	0
461	-18.290700796398063	0	0
462	-18.290700796398063	0	0
463	-18.290700796398063	0	0
464	-18.290700796398063	0	0
465	-18.290700796398063	0	0
466	-18.290700796398063	0	0
467	-18.290700796398063	0	0
468	-18.290700796398063	0	1
469	-18.290700796398063	0	0
470	-18.290700796398063	27	0
471	-18.290700796398063	0	0
472	-18.290700796398063	0	0
473	-18.290700796398063	0	0
474	-18.290700796398063	0	0
475	-18.290700796398063	0	0
476	-18.290700796398063	0	0
477	-18.290700796398063	0	0
478	-18.290700796398063	0	0
479	-18.290700796398063	0	0
480	-18.290700796398063	27	0
481	-18.290700796398063	0	0
482	-18.290700796398063	0	0
483	-18.290700796398063	0	0
484	-18.290700796398063	0	0
485	-18.290700796398063	0	0
486	-18.290700796398063	0	0
487	-18.290700796398063	0	0
488	-18.290700796398063	0	0
489	-18.290700796398063	0	0
490	-18.290700796398063	27	0
491	-18.290700796398063	0	0
492	-18.290700796398063	0	0
493	-18.290700796398063	0	0
494	-18.290700796398063	0	0
495	-18.290700796398063	0	0
496	-18.290700796398063	0	0
497	-18.290700796398063	0	0
498	-18.290700796398063	0	0
499	-18.290700796398063	0	0
500	-18.290700796398063	27	0
501	-18.290700796398063	0	0
502	-18.290700796398063	0	0
503	-18.290700796398063	0	0
504	-18.290700796398063	0	0
505	-18.290700796398063	0	0
506	-18.290700796398063	0	0
507	-22.10135217474047	0	1
508	-22.10135217474047	0	0
509	-22.10135217474047	0	0
510	-22.10135217474047	27	0
511	-22.10135217474047	0	0
512	-22.10135217474047	0	0
513	-22.10135217474047	0	0
514	-22.10135217474047	0	1
515	-22.10135217474047	0	0
516	-22.10135217474047	0	0
517	-22.10135217474047	0	0
518	-22.10135217474047	0	0
519	-22.10135217474047	0	0
520	-22.10135217474047	27	0
521	-22.10135217474047	0	1
522	-18.290700796398063	0	1
523	-18.290700796398063	0	0
524	-18.290700796398063	0	0
525	-18.290700796398063	0	0
526	-18.290700796398063	0	0
527	-18.290700796398063	0	0
528	-18.290700796398063	0	0
529	-18.290700796398063	0	0
530	-18.290700796398063	27	0
531	-18.290700796398063	0	0
532	-18.290700796398063	0	0
533	-18.290700796398063	0	0
534	-18.290700796398063	0	0
535	-18.290700796398063	0	0
536	-18.290700796398063	0	0
537	-18.290700796398063	0	0
538	-18.290700796398063	0	0
539	-18.290700796398063	0	0
540	-18.290700796398063	27	0
541	-18.290700796398063	0	0
542	-18.290700796398063	0	0
543	-18.290700796398063	0	0
544	-18.290700796398063	0	0
545	-18.290700796398063	0	0
546	-18.290700796398063	0	0
547	-18.290700796398063	0	0
548	-18.290700796398063	0	0
549	-18.290700796398063	0	0
550	-18.290700796398063	27	0
551	-18.290700796398063	0	0
552	-18.290700796398063	0	0
553	-18.290700796398063	0	0
554	-18.290700796398063	0	0
555	-18.290700796398063	0	0
556	-20.80799093172567	0	1
557	-20.80799093172567	0	0
558	-20.80799093172567	0	0
559	-20.80799093172567	0	0
560	-20.80799093172567	27	0
561	-20.80799093172567	0	0
562	-20.80799093172567	0	0
563	-20.80799093172567	0	0
564	-20.80799093172567	0	0
565	-20.80799093172567	0	0
566	-20.80799093172567	0	0
567	-20.80799093172567	0	0
568	-18.290700796398063	0	1
569	-18.290700796398063	0	0
570	-18.290700796398063	27	0
571	-18.290700796398063	0	0
572	-18.290700796398063	0	0
573	-18.290700796398063	0	0
574	-18.290700796398063	0	0
575	-18.290700796398063	0	0
576	-18.290700796398063	0	0
577	-18.290700796398063	0	0
578	-18.290700796398063	0	0
579	-18.290700796398063	0	0
580	-18.290700796398063	27	0
581	-18.290700796398063	0	0
582	-18.290700796398063	0	0
583	-18.290700796398063	0	0
584	-18.290700796398063	0	0
585	-18.290700796398063	0	0
586	-18.290700796398063	0	0
587	-18.290700796398063	0	0
588	-18.290700796398063	0	0
589	-18.290700796398063	0	1
590	-18.290700796398063	27	0
591	-18.290700796398063	0	0
592	-18.290700796398063	0	0
593	-18.290700796398063	0	0
594	-18.290700796398063	0	0
595	-18.290700796398063	0	0
596	-18.290700796398063	0	0
597	-18.290700796398063	0	0
598	-18.290700796398063	0	0
599	-18.290700796398063	0	0
600	-18.290700796398063	27	0
601	-18.290700796398063	0	0
602	-18.290700796398063	0	0
603	-18.290700796398063	0	0
604	-18.290700796398063	0	0
605	-18.290700796398063	0	0
606	-18.290700796398063	0	0
607	-18.290700796398063	0	0
608	-18.290700796398063	0	0
609	-18.290700796398063	0	0
610	-18.290700796398063	27	0
611	-18.290700796398063	0	0
612	-18.290700796398063	0	0
613	-18.290700796398063	0	0
614	-18.290700796398063	0	0
615	-18.290700796398063	0	0
616	-18.290700796398063	0	0
617	-18.290700796398063	0	0
618	-18.290700796398063	0	0
619	-18.290700796398063	0	0
620	-18.290700796398063	27	0
621	-18.290700796398063	0	0
622	-18.290700796398063	0	0
623	-18.290700796398063	0	0
624	-18.290700796398063	0	0
625	-18.290700796398063	0	0
626	-18.290700796398063	0	0
627	-18.290700796398063	0	0
628	-18.290700796398063	0	0
629	-18.290700796398063	0	0
630	-18.290700796398063	27	0
631	-18.290700796398063	0	0
632	-18.290700796398063	0	0
633	-18.290700796398063	0	0
634	-18.290700796398063	0	0
635	-18.290700796398063	0	0
636	-18.290700796398063	0	0
637	-18.290700796398063	0	0
638	-18.290700796398063	0	0
639	-18.290700796398063	0	0
640	-18.290700796398063	27	0
641	-18.290700796398063	0	0
642	-18.290700796398063	0	0
643	-18.290700796398063	0	0
644	-18.290700796398063	0	0
645	-18.290700796398063	0	0
646	-18.290700796398063	0	0
647	-18.290700796398063	0	0
648	-18.290700796398063	0	0
649	-18.290700796398063	0	0
650	-18.290700796398063	27	0
651	-18.290700796398063	0	0
652	-18.290700796398063	0	0
653	-18.290700796398063	0	0
654	-18.290700796398063	0	0
655	-18.290700796398063	0	0
656	-18.290700796398063	0	0
657	-18.290700796398063	0	0
658	-18.290700796398063	0	0
659	-18.290700796398063	0	0
660	-18.290700796398063	27	0
661	-18.290700796398063	0	0
662	-18.290700796398063	0	0
663	-18.290700796398063	0	0
664	-18.290700796398063	0	0
665	-18.290700796398063	0	0
666	-18.290700796398063	0	0
667	-18.290700796398063	0	1
668	-18.290700796398063	0	0
669	-18.290700796398063	0	0
670	-18.290700796398063	27	0
671	-18.290700796398063	0	0
672	-18.290700796398063	0	0
673	-18.290700796398063	0	0
674	-18.290700796398063	0	0
675	-18.290700796398063	0	0
676	-18.290700796398063	0	1
677	-18.290700796398063	0	0
678	-18.290700796398063	0	0
679	-18.290700796398063	0	0
680	-18.290700796398063	27	0
681	-18.290700796398063	0	0
682	-18.290700796398063	0	0
683	-18.290700796398063	0	0
684	-18.290700796398063	0	0
685	-18.290700796398063	0	0
686	-18.290700796398063	0	0
687	-18.290700796398063	0	0
688	-18.290700796398063	0	0
689	-18.290700796398063	0	0
690	-18.290700796398063	27	0
691	-18.290700796398063	0	0
692	-18.290700796398063	0	0
693	-18.290700796398063	0	0
694	-18.290700796398063	0	0
695	-18.290700796398063	0	0
696	-18.290700796398063	0	0
697	-18.290700796398063	0	0
698	-18.290700796398063	0	0
699	-18.290700796398063	0	0
700	-18.290700796398063	27	0
701	-18.290700796398063	0	0
702	-18.290700796398063	0	0
703	-18.290700796398063	0	0
704	-18.290700796398063	0	0
705	-18.290700796398063	0	0
706	-18.290700796398063	0	0
707	-18.290700796398063	0	0
708	-18.290700796398063	0	0
709	-18.290700796398063	0	0
710	-18.290700796398063	27	0
711	-18.290700796398063	0	0
712	-18.290700796398063	0	0
713	-18.290700796398063	0	0
714	-18.290700796398063	0	0
715	-18.290700796398063	0	0
716	-18.290700796398063	0	0
717	-18.290700796398063	0	1
718	-18.290700796398063	0	0
719	-18.290700796398063	0	0
720	-18.290700796398063	27	0
721	-18.290700796398063	0	0
722	-18.290700796398063	0	0
723	-18.290700796398063	0	0
724	-18.290700796398063	0	0
725	-18.290700796398063	0	0
726	-18.290700796398063	0	0
727	-18.290700796398063	0	0
728	-18.290700796398063	0	0
729	-18.290700796398063	0	0
730	-18.290700796398063	27	0
731	-18.290700796398063	0	0
732	-18.290700796398063	0	0
733	-18.290700796398063	0	1
734	-18.290700796398063	0	0
735	-18.290700796398063	0	0
736	-18.290700796398063	0	0
737	-18.290700796398063	0	0
738	-18.290700796398063	0	0
739	-18.290700796398063	0	0
740	-18.290700796398063	27	0
741	-18.290700796398063	0	0
742	-18.290700796398063	0	0
743	-18.290700796398063	0	0
744	-18.290700796398063	0	0
745	-18.290700796398063	0	0
746	-18.290700796398063	0	0
747	-18.290700796398063	0	0
748	-18.290700796398063	0	0
749	-18.290700796398063	0	0
750	-18.290700796398063	27	1
751	-18.290700796398063	0	0
752	-18.290700796398063	0	0
753	-18.290700796398063	0	0
754	-18.290700796398063	0	0
755	-18.290700796398063	0	0
756	-18.290700796398063	0	0
757	-18.290700796398063	0	0
758	-18.290700796398063	0	0
759	-18.290700796398063	0	0
760	-18.290700796398063	27	0
761	-18.290700796398063	0	0
762	-18.290700796398063	0	0
763	-18.290700796398063	0	0
764	-18.290700796398063	0	0
765	-18.290700796398063	0	0
766	-18.290700796398063	0	0
767	-18.290700796398063	0	0
768	-18.290700796398063	0	0
769	-18.290700796398063	0	0
770	-18.290700796398063	27	0
771	-18.290700796398063	0	0
772	-18.290700796398063	0	0
773	-18.290700796398063	0	0
774	-18.290700796398063	0	1
775	-18.290700796398063	0	0
776	-18.290700796398063	0	0
777	-18.290700796398063	0	0
778	-18.290700796398063	0	0
779	-18.290700796398063	0	0
780	-18.290700796398063	27	0
781	-18.290700796398063	0	0
782	-18.290700796398063	0	0
783	-18.290700796398063	0	0
784	-18.290700796398063	0	0
785	-18.290700796398063	0	0
786	-18.290700796398063	0	0
787	-18.290700796398063	0	0
788	-18.290700796398063	0	0
789	-18.290700796398063	0	0
790	-18.290700796398063	27	0
791	-18.290700796398063	0	0
792	-18.290700796398063	0	1
793	-18.290700796398063	0	0
794	-18.290700796398063	0	0
795	-18.290700796398063	0	0
796	-18.290700796398063	0	0
797	-18.290700796398063	0	0
798	-18.290700796398063	0	0
799	-18.290700796398063	0	0
800	-18.290700796398063	27	0
801	-18.290700796398063	0	0
802	-18.290700796398063	0	0
803	-18.290700796398063	0	0
804	-18.290700796398063	0	0
805	-18.290700796398063	0	0
806	-18.290700796398063	0	0
807	-18.290700796398063	0	0
808	-18.290700796398063	0	1
809	-18.290700796398063	0	1
810	-18.290700796398063	27	0
811	-18.290700796398063	0	0
812	-18.290700796398063	0	0
813	-18.290700796398063	0	0
814	-18.290700796398063	0	0
815	-18.290700796398063	0	0
816	-18.290700796398063	0	0
817	-18.290700796398063	0	0
818	-18.290700796398063	0	0
819	-18.290700796398063	0	0
820	-18.290700796398063	27	0
821	-18.290700796398063	0	0
822	-18.290700796398063	0	0
823	-18.290700796398063	0	0
824	-18.290700796398063	0	0
825	-18.290700796398063	0	0
826	-18.290700796398063	0	0
827	-18.290700796398063	0	0
828	-18.290700796398063	0	0
829	-18.290700796398063	0	0
830	-18.290700796398063	27	0
831	-18.290700796398063	0	0
832	-18.290700796398063	0	0
833	-18.290700796398063	0	0
834	-18.290700796398063	0	0
835	-18.290700796398063	0	0
836	-18.290700796398063	0	0
837	-18.290700796398063	0	0
838	-18.290700796398063	0	0
839	-18.290700796398063	0	0
840	-18.290700796398063	27	1
841	-18.290700796398063	0	0
842	-18.290700796398063	0	0
843	-18.290700796398063	0	0
844	-18.290700796398063	0	0
845	-18.290700796398063	0	0
846	-18.290700796398063	0	0
847	-18.290700796398063	0	0
848	-18.290700796398063	0	0
849	-18.290700796398063	0	0
850	-18.290700796398063	27	0
851	-18.290700796398063	0	0
852	-18.290700796398063	0	1
853	-18.290700796398063	0	1
854	-18.290700796398063	0	0
855	-18.290700796398063	0	0
856	-18.290700796398063	0	0
857	-18.290700796398063	0	0
858	-18.290700796398063	0	0
859	-18.290700796398063	0	0
860	-18.290700796398063	27	0
861	-18.290700796398063	0	0
862	-18.290700796398063	0	0
863	-18.290700796398063	0	0
864	-18.290700796398063	0	0
865	-18.290700796398063	0	0
866	-18.290700796398063	0	0
867	-18.290700796398063	0	0
868	-18.290700796398063	0	0
869	-18.290700796398063	0	0
870	-18.290700796398063	27	0
871	-18.290700796398063	0	0
872	-18.290700796398063	0	0
873	-18.290700796398063	0	0
874	-18.290700796398063	0	0
875	-18.290700796398063	0	0
876	-18.290700796398063	0	0
877	-18.290700796398063	0	0
878	-18.290700796398063	0	0
879	-18.290700796398063	0	0
880	-18.290700796398063	27	0
881	-18.290700796398063	0	0
882	-18.290700796398063	0	0
883	-18.290700796398063	0	0
884	-18.290700796398063	0	0
885	-18.290700796398063	0	1
886	-18.290700796398063	0	0
887	-18.290700796398063	0	0
888	-18.290700796398063	0	0
889	-18.290700796398063	0	0
890	-18.290700796398063	27	0
891	-18.290700796398063	0	0
892	-18.290700796398063	0	0
893	-18.290700796398063	0	0
894	-18.290700796398063	0	0
895	-18.290700796398063	0	0
896	-18.290700796398063	0	1
897	-18.290700796398063	0	0
898	-18.290700796398063	0	0
899	-18.290700796398063	0	0
900	-18.290700796398063	27	0
901	-18.290700796398063	0	0
902	-18.290700796398063	0	0
903	-18.290700796398063	0	0
904	-18.290700796398063	0	0
905	-18.290700796398063	0	0
906	-22.10135217474047	0	1
907	-18.290700796398063	0	1
908	-18.290700796398063	0	0
909	-18.290700796398063	0	0
910	-18.290700796398063	27	0
911	-18.290700796398063	0	0
912	-18.290700796398063	0	0
913	-18.290700796398063	0	0
914	-18.290700796398063	0	0
915	-18.290700796398063	0	0
916	-18.290700796398063	0	0
917	-18.290700796398063	0	0
918	-18.290700796398063	0	0
919	-18.290700796398063	0	0
920	-18.290700796398063	27	0
921	-18.290700796398063	0	0
922	-18.290700796398063	0	0
923	-18.290700796398063	0	0
924	-18.290700796398063	0	0
925	-18.290700796398063	0	0
926	-18.290700796398063	0	0
927	-18.290700796398063	0	0
928	-18.290700796398063	0	0
