Iteration	LogProb	NumBreakpoints	MadeMove?
2585	-18.290700796398063	0	0
2586	-18.290700796398063	0	0
2587	-18.290700796398063	0	0
2588	-18.290700796398063	0	0
2589	-18.290700796398063	0	0
2590	-18.290700796398063	27	0
2591	-18.290700796398063	0	0
2592	-18.290700796398063	0	0
2593	-18.290700796398063	0	0
2594	-18.290700796398063	0	0
2595	-18.290700796398063	0	0
2596	-18.290700796398063	0	0
2597	-18.290700796398063	0	0
2598	-18.290700796398063	0	0
2599	-18.290700796398063	0	0
2600	-18.290700796398063	27	0
2601	-18.290700796398063	0	0
2602	-18.290700796398063	0	0
2603	-18.290700796398063	0	0
2604	-18.290700796398063	0	0
2605	-18.290700796398063	0	0
2606	-18.290700796398063	0	0
2607	-18.290700796398063	0	0
2608	-18.290700796398063	0	0
2609	-18.290700796398063	0	0
2610	-18.290700796398063	27	0
2611	-18.290700796398063	0	0
2612	-18.290700796398063	0	0
2613	-18.290700796398063	0	0
2614	-18.290700796398063	0	0
2615	-18.290700796398063	0	0
2616	-18.290700796398063	0	0
2617	-18.290700796398063	0	0
2618	-18.290700796398063	0	0
2619	-18.290700796398063	0	0
2620	-18.290700796398063	27	0
2621	-18.290700796398063	0	0
2622	-18.290700796398063	0	0
2623	-18.290700796398063	0	0
2624	-18.290700796398063	0	0
2625	-18.290700796398063	0	0
2626	-18.290700796398063	0	0
2627	-18.290700796398063	0	0
2628	-18.290700796398063	0	0
2629	-18.290700796398063	0	0
2630	-18.290700796398063	27	0
2631	-18.290700796398063	0	0
2632	-18.290700796398063	0	0
2633	-18.290700796398063	0	0
2634	-18.290700796398063	0	0
2635	-18.290700796398063	0	0
2636	-18.290700796398063	0	0
2637	-18.290700796398063	0	0
2638	-18.290700796398063	0	0
2639	-18.290700796398063	0	0
2640	-18.290700796398063	27	0
2641	-18.290700796398063	0	0
2642	-18.290700796398063	0	0
2643	-18.290700796398063	0	0
2644	-18.290700796398063	0	0
2645	-18.290700796398063	0	0
2646	-18.290700796398063	0	0
2647	-18.290700796398063	0	0
2648	-18.290700796398063	0	0
2649	-18.290700796398063	0	0
2650	-18.290700796398063	27	0
2651	-18.290700796398063	0	0
2652	-18.290700796398063	0	0
2653	-18.290700796398063	0	0
2654	-18.290700796398063	0	0
2655	-18.290700796398063	0	0
2656	-18.290700796398063	0	0
2657	-18.290700796398063	0	0
2658	-18.290700796398063	0	0
2659	-18.290700796398063	0	0
2660	-18.290700796398063	27	0
2661	-18.290700796398063	0	0
2662	-18.290700796398063	0	0
2663	-18.290700796398063	0	0
2664	-18.290700796398063	0	0
2665	-18.290700796398063	0	0
2666	-18.290700796398063	0	0
2667	-18.290700796398063	0	0
2668	-18.290700796398063	0	0
2669	-18.290700796398063	0	0
2670	-18.290700796398063	27	0
2671	-18.290700796398063	0	0
2672	-18.290700796398063	0	0
2673	-18.290700796398063	0	0
2674	-18.290700796398063	0	0
2675	-18.290700796398063	0	0
2676	-18.290700796398063	0	0
2677	-18.290700796398063	0	0
2678	-18.290700796398063	0	0
2679	-18.290700796398063	0	0
2680	-18.290700796398063	27	0
2681	-18.290700796398063	0	0
2682	-18.290700796398063	0	1
2683	-18.290700796398063	0	0
2684	-18.290700796398063	0	0
2685	-18.290700796398063	0	0
2686	-18.290700796398063	0	0
2687	-18.290700796398063	0	0
2688	-18.290700796398063	0	0
2689	-18.290700796398063	0	0
2690	-18.290700796398063	27	0
2691	-18.290700796398063	0	0
2692	-18.290700796398063	0	0
2693	-18.290700796398063	0	0
2694	-18.290700796398063	0	0
2695	-18.290700796398063	0	0
2696	-18.290700796398063	0	0
2697	-18.290700796398063	0	0
2698	-18.290700796398063	0	0
2699	-18.290700796398063	0	0
2700	-18.290700796398063	27	0
2701	-18.290700796398063	0	0
2702	-18.290700796398063	0	0
2703	-18.290700796398063	0	0
2704	-18.290700796398063	0	1
2705	-18.290700796398063	0	0
2706	-18.290700796398063	0	0
2707	-22.10135217474047	0	1
2708	-22.10135217474047	0	0
2709	-22.10135217474047	0	0
2710	-22.10135217474047	27	0
2711	-22.10135217474047	0	0
2712	-22.10135217474047	0	0
2713	-22.10135217474047	0	0
2714	-22.10135217474047	0	0
2715	-22.10135217474047	0	0
2716	-22.10135217474047	0	0
2717	-22.10135217474047	0	0
2718	-22.10135217474047	0	0
2719	-22.10135217474047	0	0
2720	-22.10135217474047	27	0
2721	-22.10135217474047	0	0
2722	-22.10135217474047	0	0
2723	-22.10135217474047	0	0
2724	-22.10135217474047	0	0
2725	-22.10135217474047	0	0
2726	-22.10135217474047	0	0
2727	-22.10135217474047	0	0
2728	-22.10135217474047	0	0
2729	-22.10135217474047	0	0
2730	-22.10135217474047	27	0
2731	-22.10135217474047	0	0
2732	-22.10135217474047	0	0
2733	-22.10135217474047	0	0
2734	-22.10135217474047	0	0
2735	-22.10135217474047	0	0
2736	-22.10135217474047	0	0
2737	-22.10135217474047	0	0
2738	-22.10135217474047	0	0
2739	-22.10135217474047	0	0
2740	-22.10135217474047	27	0
2741	-22.10135217474047	0	0
2742	-22.10135217474047	0	0
2743	-22.10135217474047	0	0
2744	-22.10135217474047	0	0
2745	-22.10135217474047	0	0
2746	-22.10135217474047	0	0
2747	-22.10135217474047	0	0
2748	-22.10135217474047	0	0
2749	-22.10135217474047	0	0
2750	-22.10135217474047	27	0
2751	-22.10135217474047	0	0
2752	-22.10135217474047	0	0
2753	-22.10135217474047	0	0
2754	-22.10135217474047	0	0
2755	-22.10135217474047	0	0
2756	-22.10135217474047	0	0
2757	-22.10135217474047	0	0
2758	-22.10135217474047	0	0
2759	-22.10135217474047	0	1
2760	-22.10135217474047	27	0
2761	-22.10135217474047	0	0
2762	-22.10135217474047	0	0
2763	-22.10135217474047	0	0
2764	-22.10135217474047	0	0
2765	-22.10135217474047	0	0
2766	-22.10135217474047	0	0
2767	-22.10135217474047	0	0
2768	-22.10135217474047	0	0
2769	-22.10135217474047	0	0
2770	-22.10135217474047	27	1
2771	-22.10135217474047	0	0
2772	-22.10135217474047	0	0
2773	-22.10135217474047	0	0
2774	-22.10135217474047	0	1
2775	-18.290700796398063	0	1
2776	-18.290700796398063	0	0
2777	-18.290700796398063	0	0
2778	-18.290700796398063	0	0
2779	-18.290700796398063	0	0
2780	-18.290700796398063	27	0
2781	-18.290700796398063	0	0
2782	-18.290700796398063	0	0
2783	-18.290700796398063	0	0
2784	-18.290700796398063	0	0
2785	-18.290700796398063	0	0
2786	-18.290700796398063	0	0
2787	-18.290700796398063	0	0
2788	-18.290700796398063	0	0
2789	-18.290700796398063	0	0
2790	-18.290700796398063	27	0
2791	-18.290700796398063	0	0
2792	-18.290700796398063	0	0
2793	-18.290700796398063	0	0
2794	-18.290700796398063	0	0
2795	-18.290700796398063	0	0
2796	-18.290700796398063	0	0
2797	-18.290700796398063	0	0
2798	-18.290700796398063	0	0
2799	-18.290700796398063	0	0
2800	-18.290700796398063	27	0
2801	-18.290700796398063	0	0
2802	-18.290700796398063	0	1
2803	-18.290700796398063	0	0
2804	-18.290700796398063	0	0
2805	-18.290700796398063	0	0
2806	-18.290700796398063	0	0
2807	-18.290700796398063	0	0
2808	-18.290700796398063	0	0
2809	-18.290700796398063	0	0
2810	-18.290700796398063	27	0
2811	-18.290700796398063	0	0
2812	-18.290700796398063	0	0
2813	-18.290700796398063	0	0
2814	-18.290700796398063	0	0
2815	-18.290700796398063	0	0
2816	-18.290700796398063	0	0
2817	-18.290700796398063	0	0
2818	-18.290700796398063	0	0
2819	-18.290700796398063	0	1
2820	-18.290700796398063	27	0
2821	-18.290700796398063	0	0
2822	-18.290700796398063	0	0
2823	-18.290700796398063	0	0
2824	-18.290700796398063	0	0
2825	-18.290700796398063	0	0
2826	-18.290700796398063	0	1
2827	-18.290700796398063	0	0
2828	-18.290700796398063	0	0
2829	-18.290700796398063	0	0
2830	-18.290700796398063	27	0
2831	-18.290700796398063	0	0
2832	-18.290700796398063	0	0
2833	-20.80799093172567	0	1
2834	-20.80799093172567	0	0
2835	-20.80799093172567	0	0
2836	-20.80799093172567	0	0
2837	-20.80799093172567	0	0
2838	-20.80799093172567	0	0
2839	-20.80799093172567	0	0
2840	-20.80799093172567	27	0
2841	-20.80799093172567	0	0
2842	-20.80799093172567	0	0
2843	-20.80799093172567	0	0
2844	-20.80799093172567	0	0
2845	-20.80799093172567	0	0
2846	-20.80799093172567	0	0
2847	-20.80799093172567	0	0
2848	-20.80799093172567	0	0
2849	-20.80799093172567	0	0
2850	-20.80799093172567	27	0
2851	-20.80799093172567	0	0
2852	-20.80799093172567	0	0
2853	-20.80799093172567	0	0
2854	-20.80799093172567	0	0
2855	-20.80799093172567	0	0
2856	-20.80799093172567	0	0
2857	-20.80799093172567	0	0
2858	-20.80799093172567	0	0
2859	-20.80799093172567	0	0
2860	-20.80799093172567	27	0
2861	-20.80799093172567	0	0
2862	-20.80799093172567	0	0
2863	-20.80799093172567	0	0
2864	-20.80799093172567	0	0
2865	-20.80799093172567	0	0
2866	-20.80799093172567	0	0
2867	-18.290700796398063	0	1
2868	-18.290700796398063	0	0
2869	-18.290700796398063	0	0
2870	-18.290700796398063	27	0
2871	-18.290700796398063	0	0
2872	-18.290700796398063	0	0
2873	-18.290700796398063	0	0
2874	-18.290700796398063	0	0
2875	-18.290700796398063	0	0
2876	-18.290700796398063	0	0
2877	-18.290700796398063	0	0
2878	-18.290700796398063	0	0
2879	-18.290700796398063	0	0
2880	-18.290700796398063	27	0
2881	-18.290700796398063	0	0
2882	-18.290700796398063	0	0
2883	-18.290700796398063	0	1
2884	-18.290700796398063	0	0
2885	-18.290700796398063	0	0
2886	-18.290700796398063	0	0
2887	-18.290700796398063	0	0
2888	-18.290700796398063	0	0
2889	-18.290700796398063	0	0
2890	-18.290700796398063	27	0
2891	-18.290700796398063	0	0
2892	-18.290700796398063	0	0
2893	-18.290700796398063	0	0
2894	-18.290700796398063	0	0
2895	-18.290700796398063	0	0
2896	-18.290700796398063	0	0
2897	-18.290700796398063	0	0
2898	-18.290700796398063	0	0
2899	-18.290700796398063	0	0
2900	-18.290700796398063	27	0
2901	-18.290700796398063	0	0
2902	-18.290700796398063	0	0
2903	-18.290700796398063	0	0
2904	-18.290700796398063	0	0
2905	-18.290700796398063	0	0
2906	-18.290700796398063	0	0
2907	-18.290700796398063	0	0
2908	-18.290700796398063	0	0
2909	-18.290700796398063	0	0
2910	-18.290700796398063	27	0
2911	-18.290700796398063	0	0
2912	-18.290700796398063	0	0
2913	-18.290700796398063	0	0
2914	-18.290700796398063	0	0
2915	-18.290700796398063	0	0
2916	-18.290700796398063	0	0
2917	-18.290700796398063	0	0
2918	-18.290700796398063	0	0
2919	-18.290700796398063	0	0
2920	-18.290700796398063	27	0
2921	-18.290700796398063	0	0
2922	-18.290700796398063	0	0
2923	-18.290700796398063	0	0
2924	-18.290700796398063	0	0
2925	-18.290700796398063	0	0
2926	-18.290700796398063	0	0
2927	-18.290700796398063	0	0
2928	-18.290700796398063	0	0
2929	-18.290700796398063	0	0
2930	-18.290700796398063	27	0
2931	-18.290700796398063	0	0
2932	-18.290700796398063	0	0
2933	-18.290700796398063	0	0
2934	-18.290700796398063	0	0
2935	-18.290700796398063	0	0
2936	-18.290700796398063	0	0
2937	-18.290700796398063	0	0
2938	-18.290700796398063	0	0
2939	-18.290700796398063	0	0
2940	-18.290700796398063	27	0
2941	-18.290700796398063	0	0
2942	-18.290700796398063	0	0
2943	-18.290700796398063	0	0
2944	-18.290700796398063	0	0
2945	-18.290700796398063	0	0
2946	-18.290700796398063	0	0
2947	-18.290700796398063	0	0
2948	-18.290700796398063	0	0
2949	-18.290700796398063	0	0
2950	-18.290700796398063	27	1
2951	-18.290700796398063	0	0
2952	-18.290700796398063	0	0
2953	-18.290700796398063	0	0
2954	-18.290700796398063	0	0
2955	-18.290700796398063	0	0
2956	-18.290700796398063	0	0
2957	-18.290700796398063	0	0
2958	-18.290700796398063	0	1
2959	-18.290700796398063	0	0
2960	-18.290700796398063	27	0
2961	-18.290700796398063	0	0
2962	-18.290700796398063	0	0
2963	-18.290700796398063	0	0
2964	-18.290700796398063	0	0
2965	-18.290700796398063	0	0
2966	-18.290700796398063	0	0
2967	-18.290700796398063	0	0
2968	-18.290700796398063	0	0
2969	-18.290700796398063	0	0
2970	-18.290700796398063	27	0
2971	-18.290700796398063	0	0
2972	-18.290700796398063	0	0
2973	-18.290700796398063	0	0
2974	-18.290700796398063	0	0
2975	-18.290700796398063	0	0
2976	-18.290700796398063	0	0
2977	-18.290700796398063	0	0
2978	-18.290700796398063	0	0
2979	-18.290700796398063	0	0
2980	-18.290700796398063	27	0
2981	-18.290700796398063	0	0
2982	-18.290700796398063	0	0
2983	-18.290700796398063	0	0
2984	-18.290700796398063	0	0
2985	-18.290700796398063	0	0
2986	-18.290700796398063	0	0
2987	-18.290700796398063	0	0
2988	-18.290700796398063	0	0
2989	-18.290700796398063	0	0
2990	-18.290700796398063	27	0
2991	-18.290700796398063	0	0
2992	-18.290700796398063	0	0
2993	-18.290700796398063	0	0
2994	-18.290700796398063	0	0
2995	-18.290700796398063	0	0
2996	-18.290700796398063	0	0
2997	-18.290700796398063	0	0
2998	-18.290700796398063	0	0
2999	-18.290700796398063	0	0
3000	-18.290700796398063	27	0
3001	-18.290700796398063	0	0
3002	-18.290700796398063	0	0
3003	-18.290700796398063	0	0
3004	-18.290700796398063	0	0
3005	-18.290700796398063	0	0
3006	-18.290700796398063	0	0
3007	-18.290700796398063	0	0
3008	-18.290700796398063	0	1
3009	-18.290700796398063	0	0
3010	-18.290700796398063	27	0
3011	-18.290700796398063	0	0
3012	-18.290700796398063	0	0
3013	-18.290700796398063	0	0
3014	-18.290700796398063	0	0
3015	-18.290700796398063	0	0
3016	-18.290700796398063	0	0
3017	-18.290700796398063	0	0
3018	-18.290700796398063	0	0
3019	-18.290700796398063	0	0
3020	-18.290700796398063	27	0
3021	-18.290700796398063	0	0
3022	-18.290700796398063	0	0
3023	-18.290700796398063	0	0
3024	-18.290700796398063	0	0
3025	-18.290700796398063	0	0
3026	-18.290700796398063	0	0
3027	-18.290700796398063	0	0
3028	-18.290700796398063	0	1
3029	-18.290700796398063	0	0
3030	-18.290700796398063	27	0
3031	-18.290700796398063	0	0
3032	-18.290700796398063	0	0
3033	-18.290700796398063	0	0
3034	-18.290700796398063	0	0
3035	-18.290700796398063	0	0
3036	-18.290700796398063	0	0
3037	-18.290700796398063	0	0
3038	-18.290700796398063	0	0
3039	-18.290700796398063	0	0
3040	-18.290700796398063	27	0
3041	-18.290700796398063	0	0
3042	-18.290700796398063	0	0
3043	-18.290700796398063	0	1
3044	-18.290700796398063	0	0
3045	-18.290700796398063	0	0
3046	-18.290700796398063	0	0
3047	-18.290700796398063	0	0
3048	-18.290700796398063	0	0
3049	-18.290700796398063	0	0
3050	-18.290700796398063	27	0
3051	-18.290700796398063	0	0
3052	-18.290700796398063	0	0
3053	-18.290700796398063	0	0
3054	-18.290700796398063	0	0
3055	-18.290700796398063	0	0
3056	-18.290700796398063	0	0
3057	-18.290700796398063	0	0
3058	-18.290700796398063	0	0
3059	-18.290700796398063	0	0
3060	-18.290700796398063	27	0
3061	-18.290700796398063	0	0
3062	-18.290700796398063	0	0
3063	-18.290700796398063	0	0
3064	-18.290700796398063	0	0
3065	-18.290700796398063	0	0
3066	-18.290700796398063	0	0
3067	-18.290700796398063	0	0
3068	-18.290700796398063	0	0
3069	-18.290700796398063	0	1
3070	-18.290700796398063	27	0
3071	-18.290700796398063	0	0
3072	-18.290700796398063	0	0
3073	-18.290700796398063	0	0
3074	-18.290700796398063	0	0
3075	-18.290700796398063	0	0
3076	-18.290700796398063	0	0
3077	-18.290700796398063	0	0
3078	-18.290700796398063	0	0
3079	-18.290700796398063	0	1
3080	-18.290700796398063	27	0
3081	-18.290700796398063	0	0
3082	-18.290700796398063	0	0
3083	-18.290700796398063	0	0
3084	-18.290700796398063	0	0
3085	-18.290700796398063	0	0
3086	-18.290700796398063	0	0
3087	-18.290700796398063	0	0
3088	-18.290700796398063	0	0
3089	-18.290700796398063	0	0
3090	-18.290700796398063	27	0
3091	-18.290700796398063	0	0
3092	-18.290700796398063	0	0
3093	-18.290700796398063	0	0
3094	-18.290700796398063	0	0
3095	-18.290700796398063	0	0
3096	-18.290700796398063	0	0
3097	-18.290700796398063	0	0
3098	-18.290700796398063	0	0
3099	-18.290700796398063	0	0
3100	-18.290700796398063	27	0
3101	-18.290700796398063	0	0
3102	-18.290700796398063	0	0
3103	-18.290700796398063	0	0
3104	-18.290700796398063	0	0
3105	-18.290700796398063	0	0
3106	-18.290700796398063	0	0
3107	-18.290700796398063	0	0
3108	-18.290700796398063	0	0
3109	-18.290700796398063	0	0
3110	-18.290700796398063	27	0
3111	-18.290700796398063	0	0
3112	-18.290700796398063	0	0
3113	-18.290700796398063	0	0
3114	-18.290700796398063	0	0
3115	-18.290700796398063	0	0
3116	-18.290700796398063	0	0
3117	-18.290700796398063	0	0
3118	-18.290700796398063	0	0
3119	-18.290700796398063	0	0
3120	-18.290700796398063	27	0
3121	-18.290700796398063	0	0
3122	-18.290700796398063	0	0
3123	-18.290700796398063	0	0
3124	-18.290700796398063	0	0
3125	-18.290700796398063	0	0
3126	-18.290700796398063	0	0
3127	-18.290700796398063	0	0
3128	-18.290700796398063	0	0
3129	-18.290700796398063	0	0
3130	-18.290700796398063	27	0
3131	-18.290700796398063	0	0
3132	-18.290700796398063	0	0
3133	-18.290700796398063	0	0
3134	-18.290700796398063	0	0
3135	-18.290700796398063	0	0
3136	-18.290700796398063	0	0
3137	-18.290700796398063	0	0
3138	-18.290700796398063	0	0
3139	-18.290700796398063	0	0
3140	-18.290700796398063	27	0
3141	-18.290700796398063	0	0
3142	-18.290700796398063	0	0
3143	-18.290700796398063	0	0
3144	-18.290700796398063	0	0
3145	-18.290700796398063	0	0
3146	-18.290700796398063	0	0
3147	-18.290700796398063	0	0
3148	-18.290700796398063	0	0
3149	-18.290700796398063	0	0
3150	-18.290700796398063	27	0
3151	-18.290700796398063	0	0
3152	-18.290700796398063	0	0
3153	-18.290700796398063	0	0
3154	-18.290700796398063	0	0
3155	-20.80799093172567	0	1
3156	-20.80799093172567	0	0
3157	-20.80799093172567	0	0
3158	-20.80799093172567	0	0
3159	-20.80799093172567	0	0
3160	-20.80799093172567	27	0
3161	-21.313988407946248	0	1
3162	-21.313988407946248	0	0
3163	-21.313988407946248	0	0
3164	-21.313988407946248	0	0
3165	-21.313988407946248	0	0
3166	-21.313988407946248	0	0
3167	-21.313988407946248	0	1
3168	-21.313988407946248	0	0
3169	-21.313988407946248	0	0
3170	-21.313988407946248	27	0
3171	-21.313988407946248	0	0
3172	-18.290700796398063	0	1
3173	-18.290700796398063	0	0
3174	-18.290700796398063	0	0
3175	-18.290700796398063	0	1
3176	-18.290700796398063	0	0
3177	-18.290700796398063	0	0
3178	-18.290700796398063	0	0
3179	-18.290700796398063	0	0
3180	-18.290700796398063	27	0
3181	-18.290700796398063	0	0
3182	-18.290700796398063	0	0
3183	-18.290700796398063	0	0
3184	-18.290700796398063	0	0
3185	-18.290700796398063	0	1
3186	-18.290700796398063	0	0
3187	-18.290700796398063	0	0
3188	-18.290700796398063	0	0
3189	-18.290700796398063	0	0
3190	-18.290700796398063	27	0
3191	-20.763596083368753	0	1
3192	-20.763596083368753	0	0
3193	-20.763596083368753	0	1
3194	-20.763596083368753	0	0
3195	-20.763596083368753	0	0
3196	-20.763596083368753	0	0
3197	-20.763596083368753	0	0
3198	-20.763596083368753	0	0
3199	-20.763596083368753	0	0
3200	-20.763596083368753	27	0
3201	-20.763596083368753	0	0
3202	-20.763596083368753	0	0
3203	-20.763596083368753	0	0
3204	-20.763596083368753	0	0
3205	-20.763596083368753	0	0
3206	-20.763596083368753	0	0
3207	-20.763596083368753	0	0
3208	-20.763596083368753	0	0
3209	-20.763596083368753	0	0
3210	-20.763596083368753	27	0
3211	-20.763596083368753	0	1
3212	-20.763596083368753	0	0
3213	-20.763596083368753	0	0
3214	-20.763596083368753	0	0
3215	-20.763596083368753	0	0
3216	-20.763596083368753	0	0
3217	-20.763596083368753	0	0
3218	-20.763596083368753	0	0
3219	-20.763596083368753	0	0
3220	-20.763596083368753	27	0
3221	-20.763596083368753	0	0
3222	-20.763596083368753	0	0
3223	-20.763596083368753	0	0
3224	-20.763596083368753	0	0
3225	-20.763596083368753	0	0
3226	-20.763596083368753	0	0
3227	-20.763596083368753	0	0
3228	-20.763596083368753	0	0
3229	-20.763596083368753	0	0
3230	-20.763596083368753	27	0
3231	-20.763596083368753	0	0
3232	-20.763596083368753	0	0
3233	-20.763596083368753	0	0
3234	-20.763596083368753	0	0
3235	-20.763596083368753	0	0
3236	-20.763596083368753	0	0
3237	-20.763596083368753	0	0
3238	-20.763596083368753	0	0
3239	-20.763596083368753	0	0
3240	-20.763596083368753	27	0
3241	-20.763596083368753	0	0
3242	-20.763596083368753	0	0
3243	-20.763596083368753	0	0
3244	-20.763596083368753	0	0
3245	-20.763596083368753	0	0
3246	-20.763596083368753	0	0
3247	-20.763596083368753	0	0
3248	-20.763596083368753	0	0
3249	-20.763596083368753	0	0
3250	-20.763596083368753	27	0
3251	-20.763596083368753	0	0
3252	-20.763596083368753	0	0
3253	-20.763596083368753	0	0
3254	-20.763596083368753	0	0
3255	-20.763596083368753	0	0
3256	-20.763596083368753	0	0
3257	-20.763596083368753	0	0
3258	-20.763596083368753	0	0
3259	-21.360575749436947	0	1
3260	-21.360575749436947	27	0
3261	-21.360575749436947	0	0
3262	-21.360575749436947	0	0
3263	-21.360575749436947	0	0
3264	-21.360575749436947	0	0
3265	-21.360575749436947	0	0
3266	-21.360575749436947	0	0
3267	-21.360575749436947	0	0
3268	-21.360575749436947	0	0
3269	-21.360575749436947	0	0
3270	-21.360575749436947	27	0
3271	-21.360575749436947	0	0
3272	-21.360575749436947	0	1
3273	-21.360575749436947	0	0
3274	-21.360575749436947	0	0
3275	-21.360575749436947	0	0
3276	-20.80799093172567	0	1
3277	-20.80799093172567	0	0
3278	-20.80799093172567	0	0
3279	-20.80799093172567	0	1
3280	-20.80799093172567	27	0
3281	-20.80799093172567	0	0
3282	-20.80799093172567	0	0
3283	-20.80799093172567	0	0
3284	-20.80799093172567	0	0
3285	-20.80799093172567	0	0
3286	-20.80799093172567	0	0
3287	-20.80799093172567	0	0
3288	-20.80799093172567	0	0
3289	-20.80799093172567	0	0
3290	-20.80799093172567	27	0
3291	-20.80799093172567	0	0
3292	-20.80799093172567	0	0
3293	-20.80799093172567	0	0
3294	-20.80799093172567	0	0
3295	-20.80799093172567	0	0
3296	-20.80799093172567	0	0
3297	-20.80799093172567	0	0
3298	-20.80799093172567	0	0
3299	-20.80799093172567	0	0
3300	-20.80799093172567	27	0
3301	-20.763596083368753	0	1
3302	-20.763596083368753	0	0
3303	-20.763596083368753	0	0
3304	-20.763596083368753	0	0
3305	-20.763596083368753	0	0
3306	-20.763596083368753	0	0
3307	-20.763596083368753	0	0
3308	-20.763596083368753	0	0
3309	-20.763596083368753	0	0
3310	-20.763596083368753	27	0
3311	-20.763596083368753	0	0
3312	-20.763596083368753	0	0
3313	-20.763596083368753	0	1
3314	-20.763596083368753	0	0
3315	-20.763596083368753	0	0
3316	-20.763596083368753	0	0
3317	-20.763596083368753	0	0
3318	-20.763596083368753	0	0
3319	-21.258445566116162	0	1
3320	-21.258445566116162	27	0
3321	-21.258445566116162	0	0
3322	-21.258445566116162	0	0
3323	-21.258445566116162	0	0
3324	-21.258445566116162	0	0
3325	-20.80799093172567	0	1
3326	-20.80799093172567	0	0
3327	-20.80799093172567	0	0
3328	-20.80799093172567	0	0
3329	-20.80799093172567	0	0
3330	-20.80799093172567	27	0
3331	-20.80799093172567	0	0
3332	-20.80799093172567	0	0
3333	-20.80799093172567	0	0
3334	-20.80799093172567	0	0
3335	-20.80799093172567	0	0
3336	-20.80799093172567	0	0
3337	-20.80799093172567	0	0
3338	-20.80799093172567	0	0
3339	-20.80799093172567	0	0
3340	-20.80799093172567	27	0
3341	-20.80799093172567	0	0
3342	-20.80799093172567	0	0
3343	-20.80799093172567	0	0
3344	-20.80799093172567	0	0
3345	-20.80799093172567	0	0
3346	-20.80799093172567	0	0
3347	-20.80799093172567	0	0
3348	-20.80799093172567	0	0
3349	-20.80799093172567	0	0
3350	-20.80799093172567	27	0
3351	-20.80799093172567	0	0
3352	-20.80799093172567	0	0
3353	-20.80799093172567	0	0
3354	-20.80799093172567	0	0
3355	-20.80799093172567	0	0
3356	-20.80799093172567	0	0
3357	-20.80799093172567	0	0
3358	-20.80799093172567	0	0
3359	-20.80799093172567	0	0
3360	-20.80799093172567	27	0
3361	-20.80799093172567	0	0
3362	-20.80799093172567	0	0
3363	-20.80799093172567	0	0
3364	-20.80799093172567	0	0
3365	-20.80799093172567	0	0
3366	-20.80799093172567	0	0
3367	-20.80799093172567	0	0
3368	-20.80799093172567	0	0
3369	-20.80799093172567	0	1
3370	-20.80799093172567	27	0
3371	-20.80799093172567	0	0
3372	-20.80799093172567	0	0
3373	-20.80799093172567	0	0
3374	-20.80799093172567	0	0
3375	-20.80799093172567	0	0
3376	-20.80799093172567	0	0
3377	-20.80799093172567	0	0
3378	-20.80799093172567	0	0
3379	-20.80799093172567	0	0
3380	-20.80799093172567	27	0
3381	-20.80799093172567	0	1
3382	-20.80799093172567	0	0
3383	-20.80799093172567	0	0
3384	-20.80799093172567	0	0
3385	-20.80799093172567	0	0
3386	-20.80799093172567	0	0
3387	-20.80799093172567	0	0
3388	-20.80799093172567	0	0
3389	-20.80799093172567	0	0
3390	-20.80799093172567	27	0
3391	-20.80799093172567	0	0
3392	-20.80799093172567	0	0
3393	-20.80799093172567	0	1
3394	-20.80799093172567	0	0
3395	-20.80799093172567	0	0
3396	-20.80799093172567	0	0
3397	-20.80799093172567	0	0
3398	-20.80799093172567	0	0
3399	-20.80799093172567	0	0
3400	-20.80799093172567	27	0
3401	-20.80799093172567	0	0
3402	-20.80799093172567	0	0
3403	-20.80799093172567	0	0
3404	-20.80799093172567	0	0
3405	-20.80799093172567	0	0
3406	-20.80799093172567	0	0
3407	-20.80799093172567	0	0
3408	-20.80799093172567	0	0
3409	-20.80799093172567	0	0
3410	-20.80799093172567	27	0
3411	-20.80799093172567	0	0
3412	-20.80799093172567	0	0
3413	-20.80799093172567	0	0
3414	-20.80799093172567	0	0
3415	-20.80799093172567	0	0
3416	-20.80799093172567	0	0
3417	-20.80799093172567	0	0
3418	-20.80799093172567	0	0
3419	-20.80799093172567	0	1
3420	-20.80799093172567	27	1
3421	-20.80799093172567	0	0
3422	-20.80799093172567	0	0
3423	-20.80799093172567	0	0
3424	-20.80799093172567	0	0
3425	-20.80799093172567	0	0
3426	-20.80799093172567	0	1
3427	-20.80799093172567	0	0
3428	-20.80799093172567	0	0
3429	-20.80799093172567	0	0
3430	-20.80799093172567	27	0
3431	-20.80799093172567	0	0
3432	-20.80799093172567	0	0
3433	-20.80799093172567	0	0
3434	-20.80799093172567	0	0
3435	-20.80799093172567	0	0
3436	-20.80799093172567	0	0
3437	-20.80799093172567	0	0
3438	-20.80799093172567	0	0
3439	-20.80799093172567	0	0
3440	-20.80799093172567	27	0
3441	-20.80799093172567	0	0
3442	-20.80799093172567	0	0
3443	-20.80799093172567	0	0
3444	-20.80799093172567	0	0
3445	-20.80799093172567	0	1
3446	-20.80799093172567	0	0
3447	-20.80799093172567	0	1
3448	-20.80799093172567	0	0
3449	-20.80799093172567	0	0
3450	-20.80799093172567	27	0
3451	-20.80799093172567	0	0
3452	-20.80799093172567	0	0
3453	-20.80799093172567	0	0
3454	-20.80799093172567	0	0
3455	-20.80799093172567	0	0
3456	-20.80799093172567	0	0
3457	-20.80799093172567	0	0
